President,Approval,Demographic,WeeksInOffice
Nixon,49,AllAdults,763
Nixon,50,AllAdults,783
Nixon,49,AllAdults,805
Nixon,50,AllAdults,826
Nixon,50,AllAdults,847
Nixon,48,AllAdults,868
Nixon,48,AllAdults,889
Nixon,50,AllAdults,909
Nixon,49,AllAdults,952
Nixon,52,AllAdults,994
Nixon,49,AllAdults,1016
Nixon,50,AllAdults,1057
Nixon,49,AllAdults,1085
Nixon,52,AllAdults,1113
Nixon,80,OwnParty,8
Nixon,76,OwnParty,36
Nixon,84,OwnParty,56
Nixon,84,OwnParty,71
Nixon,84,OwnParty,85
Nixon,83,OwnParty,106
Nixon,83,OwnParty,120
Nixon,84,OwnParty,127
Nixon,83,OwnParty,155
Nixon,79,OwnParty,176
Nixon,86,OwnParty,190
Nixon,80,OwnParty,211
Nixon,82,OwnParty,239
Nixon,81,OwnParty,245
Nixon,79,OwnParty,260
Nixon,81,OwnParty,275
Nixon,87,OwnParty,301
Nixon,85,OwnParty,329
Nixon,80,OwnParty,350
Nixon,88,OwnParty,365
Nixon,90,OwnParty,378
Nixon,82,OwnParty,406
Nixon,82,OwnParty,429
Nixon,80,OwnParty,456
Nixon,80,OwnParty,468
Nixon,83,OwnParty,491
Nixon,79,OwnParty,519
Nixon,84,OwnParty,540
Nixon,81,OwnParty,559
Nixon,80,OwnParty,589
Nixon,85,OwnParty,602
Nixon,82,OwnParty,616
Nixon,82,OwnParty,632
Nixon,85,OwnParty,666
Nixon,79,OwnParty,687
Nixon,80,OwnParty,721
Nixon,76,OwnParty,763
Nixon,81,OwnParty,783
Nixon,77,OwnParty,805
Nixon,81,OwnParty,826
Nixon,78,OwnParty,847
Nixon,79,OwnParty,868
Nixon,73,OwnParty,889
Nixon,82,OwnParty,909
Nixon,75,OwnParty,952
Nixon,80,OwnParty,994
Nixon,75,OwnParty,1016
Nixon,84,OwnParty,1057
Nixon,80,OwnParty,1085
Nixon,81,OwnParty,1113
Nixon,45,OppositeParty,8
Nixon,52,OppositeParty,36
Nixon,55,OppositeParty,56
Nixon,51,OppositeParty,71
Nixon,45,OppositeParty,85
Nixon,49,OppositeParty,106
Nixon,56,OppositeParty,120
Nixon,50,OppositeParty,127
Nixon,52,OppositeParty,155
Nixon,45,OppositeParty,176
Nixon,51,OppositeParty,190
Nixon,52,OppositeParty,211
Nixon,47,OppositeParty,239
Nixon,45,OppositeParty,245
Nixon,43,OppositeParty,260
Nixon,43,OppositeParty,275
Nixon,54,OppositeParty,301
Nixon,44,OppositeParty,329
Nixon,47,OppositeParty,350
Nixon,47,OppositeParty,365
Nixon,45,OppositeParty,378
Nixon,38,OppositeParty,406
Nixon,38,OppositeParty,429
Nixon,42,OppositeParty,456
Nixon,42,OppositeParty,468
Nixon,43,OppositeParty,491
Nixon,40,OppositeParty,519
Nixon,48,OppositeParty,540
Nixon,40,OppositeParty,559
Nixon,41,OppositeParty,589
Nixon,44,OppositeParty,602
Nixon,34,OppositeParty,616
Nixon,44,OppositeParty,632
Nixon,40,OppositeParty,666
Nixon,34,OppositeParty,687
Nixon,42,OppositeParty,721
Nixon,36,OppositeParty,763
Nixon,34,OppositeParty,783
Nixon,34,OppositeParty,805
Nixon,34,OppositeParty,826
Nixon,31,OppositeParty,847
Nixon,36,OppositeParty,868
Nixon,34,OppositeParty,889
Nixon,35,OppositeParty,909
Nixon,35,OppositeParty,952
Nixon,38,OppositeParty,994
Nixon,35,OppositeParty,1016
Nixon,35,OppositeParty,1057
Nixon,32,OppositeParty,1085
Nixon,36,OppositeParty,1113
Ford,77,OwnParty,10
Ford,77,OwnParty,31
Ford,65,OwnParty,52
Ford,73,OwnParty,66
Ford,73,OwnParty,73
Ford,72,OwnParty,94
Ford,67,OwnParty,101
Ford,60,OwnParty,122
Ford,57,OwnParty,157
Ford,63,OwnParty,178
Ford,60,OwnParty,205
Ford,65,OwnParty,213
Ford,60,OwnParty,234
Ford,63,OwnParty,241
Ford,61,OwnParty,255
Ford,64,OwnParty,269
Ford,68,OwnParty,297
Ford,70,OwnParty,325
Ford,65,OwnParty,360
Ford,67,OwnParty,374
Ford,63,OwnParty,402
Ford,71,OwnParty,423
Ford,74,OwnParty,437
Ford,70,OwnParty,451
Ford,60,OwnParty,472
Ford,67,OwnParty,486
Ford,59,OwnParty,493
Ford,66,OwnParty,514
Ford,63,OwnParty,535
Ford,67,OwnParty,542
Ford,69,OwnParty,570
Ford,73,OwnParty,591
Ford,72,OwnParty,612
Ford,64,OwnParty,653
Ford,68,OwnParty,675
Ford,80,OwnParty,857
Ford,68,OppositeParty,10
Ford,61,OppositeParty,31
Ford,43,OppositeParty,52
Ford,42,OppositeParty,66
Ford,44,OppositeParty,73
Ford,37,OppositeParty,94
Ford,41,OppositeParty,101
Ford,32,OppositeParty,122
Ford,31,OppositeParty,157
Ford,28,OppositeParty,178
Ford,29,OppositeParty,205
Ford,28,OppositeParty,213
Ford,29,OppositeParty,234
Ford,34,OppositeParty,241
Ford,29,OppositeParty,255
Ford,28,OppositeParty,269
Ford,40,OppositeParty,297
Ford,41,OppositeParty,325
Ford,37,OppositeParty,360
Ford,32,OppositeParty,374
Ford,36,OppositeParty,402
Ford,34,OppositeParty,423
Ford,33,OppositeParty,437
Ford,29,OppositeParty,451
Ford,30,OppositeParty,472
Ford,33,OppositeParty,486
Ford,30,OppositeParty,493
Ford,35,OppositeParty,514
Ford,35,OppositeParty,535
Ford,35,OppositeParty,542
Ford,37,OppositeParty,570
Ford,36,OppositeParty,591
Ford,35,OppositeParty,612
Ford,36,OppositeParty,653
Ford,35,OppositeParty,675
Ford,40,OppositeParty,857
Ford,71,AllAdults,10
Ford,69,AllAdults,31
Ford,50,AllAdults,52
Ford,52,AllAdults,66
Ford,54,AllAdults,73
Ford,47,AllAdults,94
Ford,48,AllAdults,101
Ford,42,AllAdults,122
Ford,37,AllAdults,157
Ford,39,AllAdults,178
Ford,39,AllAdults,205
Ford,38,AllAdults,213
Ford,37,AllAdults,234
Ford,44,AllAdults,241
Ford,39,AllAdults,255
Ford,40,AllAdults,269
Ford,51,AllAdults,297
Ford,52,AllAdults,325
Ford,45,AllAdults,360
Ford,46,AllAdults,374
Ford,45,AllAdults,402
Ford,47,AllAdults,423
Ford,47,AllAdults,437
Ford,44,AllAdults,451
Ford,41,AllAdults,472
Ford,46,AllAdults,486
Ford,39,AllAdults,493
Ford,46,AllAdults,514
Ford,45,AllAdults,535
Ford,46,AllAdults,542
Ford,48,AllAdults,570
Ford,50,AllAdults,591
Ford,48,AllAdults,612
Ford,47,AllAdults,653
Ford,45,AllAdults,675
Ford,53,AllAdults,857
Reagan,74,OwnParty,13
Reagan,78,OwnParty,27
Reagan,87,OwnParty,55
Reagan,87,OwnParty,76
Reagan,91,OwnParty,83
Reagan,92,OwnParty,111
Reagan,87,OwnParty,139
Reagan,85,OwnParty,153
Reagan,88,OwnParty,160
Reagan,85,OwnParty,181
Reagan,80,OwnParty,188
Reagan,87,OwnParty,195
Reagan,85,OwnParty,209
Reagan,82,OwnParty,244
Reagan,87,OwnParty,258
Reagan,88,OwnParty,286
Reagan,81,OwnParty,300
Reagan,85,OwnParty,307
Reagan,81,OwnParty,328
Reagan,80,OwnParty,356
Reagan,82,OwnParty,370
Reagan,83,OwnParty,384
Reagan,84,OwnParty,419
Reagan,80,OwnParty,440
Reagan,83,OwnParty,461
Reagan,81,OwnParty,468
Reagan,80,OwnParty,482
Reagan,77,OwnParty,510
Reagan,79,OwnParty,524
Reagan,74,OwnParty,552
Reagan,75,OwnParty,559
Reagan,75,OwnParty,573
Reagan,77,OwnParty,587
Reagan,77,OwnParty,608
Reagan,79,OwnParty,636
Reagan,82,OwnParty,657
Reagan,81,OwnParty,671
Reagan,76,OwnParty,692
Reagan,68,OwnParty,727
Reagan,67,OwnParty,734
Reagan,69,OwnParty,741
Reagan,79,OwnParty,769
Reagan,78,OwnParty,783
Reagan,77,OwnParty,818
Reagan,78,OwnParty,832
Reagan,79,OwnParty,846
Reagan,78,OwnParty,853
Reagan,79,OwnParty,874
Reagan,82,OwnParty,888
Reagan,78,OwnParty,916
Reagan,38,OppositeParty,13
Reagan,39,OppositeParty,27
Reagan,41,OppositeParty,55
Reagan,52,OppositeParty,76
Reagan,46,OppositeParty,83
Reagan,51,OppositeParty,111
Reagan,44,OppositeParty,139
Reagan,41,OppositeParty,153
Reagan,41,OppositeParty,160
Reagan,41,OppositeParty,181
Reagan,38,OppositeParty,188
Reagan,45,OppositeParty,195
Reagan,42,OppositeParty,209
Reagan,33,OppositeParty,244
Reagan,36,OppositeParty,258
Reagan,31,OppositeParty,286
Reagan,30,OppositeParty,300
Reagan,37,OppositeParty,307
Reagan,29,OppositeParty,328
Reagan,30,OppositeParty,356
Reagan,29,OppositeParty,370
Reagan,26,OppositeParty,384
Reagan,26,OppositeParty,419
Reagan,23,OppositeParty,440
Reagan,20,OppositeParty,461
Reagan,24,OppositeParty,468
Reagan,22,OppositeParty,482
Reagan,25,OppositeParty,510
Reagan,24,OppositeParty,524
Reagan,25,OppositeParty,552
Reagan,21,OppositeParty,559
Reagan,23,OppositeParty,573
Reagan,19,OppositeParty,587
Reagan,21,OppositeParty,608
Reagan,19,OppositeParty,636
Reagan,22,OppositeParty,657
Reagan,22,OppositeParty,671
Reagan,21,OppositeParty,692
Reagan,18,OppositeParty,727
Reagan,19,OppositeParty,734
Reagan,19,OppositeParty,741
Reagan,17,OppositeParty,769
Reagan,23,OppositeParty,783
Reagan,23,OppositeParty,818
Reagan,25,OppositeParty,832
Reagan,22,OppositeParty,846
Reagan,26,OppositeParty,853
Reagan,21,OppositeParty,874
Reagan,28,OppositeParty,888
Reagan,19,OppositeParty,916
Reagan,51,AllAdults,13
Reagan,55,AllAdults,27
Reagan,60,AllAdults,55
Reagan,67,AllAdults,76
Reagan,68,AllAdults,83
Reagan,59,AllAdults,111
Reagan,59,AllAdults,139
Reagan,58,AllAdults,153
Reagan,60,AllAdults,160
Reagan,56,AllAdults,181
Reagan,60,AllAdults,188
Reagan,60,AllAdults,195
Reagan,52,AllAdults,209
Reagan,56,AllAdults,244
Reagan,53,AllAdults,258
Reagan,49,AllAdults,286
Reagan,54,AllAdults,300
Reagan,49,AllAdults,307
Reagan,49,AllAdults,328
Reagan,47,AllAdults,356
Reagan,47,AllAdults,370
Reagan,47,AllAdults,384
Reagan,47,AllAdults,419
Reagan,46,AllAdults,440
Reagan,43,AllAdults,461
Reagan,44,AllAdults,468
Reagan,45,AllAdults,482
Reagan,45,AllAdults,510
Reagan,44,AllAdults,524
Reagan,42,AllAdults,552
Reagan,41,AllAdults,559
Reagan,41,AllAdults,573
Reagan,42,AllAdults,587
Reagan,42,AllAdults,608
Reagan,42,AllAdults,636
Reagan,43,AllAdults,657
Reagan,43,AllAdults,671
Reagan,41,AllAdults,692
Reagan,37,AllAdults,727
Reagan,37,AllAdults,734
Reagan,35,AllAdults,741
Reagan,40,AllAdults,769
Reagan,41,AllAdults,783
Reagan,41,AllAdults,818
Reagan,43,AllAdults,832
Reagan,46,AllAdults,846
Reagan,46,AllAdults,853
Reagan,43,AllAdults,874
Reagan,47,AllAdults,888
Reagan,42,AllAdults,916
HW Bush,69,OwnParty,6
HW Bush,82,OwnParty,41
HW Bush,78,OwnParty,52
HW Bush,81,OwnParty,86
HW Bush,79,OwnParty,107
HW Bush,87,OwnParty,142
HW Bush,86,OwnParty,170
HW Bush,83,OwnParty,205
HW Bush,85,OwnParty,233
HW Bush,87,OwnParty,261
HW Bush,87,OwnParty,289
HW Bush,86,OwnParty,324
HW Bush,94,OwnParty,352
HW Bush,91,OwnParty,387
HW Bush,90,OwnParty,394
HW Bush,86,OwnParty,415
HW Bush,91,OwnParty,422
HW Bush,85,OwnParty,443
HW Bush,83,OwnParty,457
HW Bush,86,OwnParty,485
HW Bush,85,OwnParty,506
HW Bush,87,OwnParty,513
HW Bush,83,OwnParty,534
HW Bush,79,OwnParty,548
HW Bush,91,OwnParty,569
HW Bush,91,OwnParty,576
HW Bush,89,OwnParty,583
HW Bush,89,OwnParty,590
HW Bush,88,OwnParty,599
HW Bush,93,OwnParty,604
HW Bush,89,OwnParty,618
HW Bush,86,OwnParty,622
HW Bush,79,OwnParty,632
HW Bush,70,OwnParty,639
HW Bush,76,OwnParty,646
HW Bush,81,OwnParty,653
HW Bush,78,OwnParty,660
HW Bush,76,OwnParty,667
HW Bush,81,OwnParty,681
HW Bush,80,OwnParty,688
HW Bush,84,OwnParty,695
HW Bush,81,OwnParty,716
HW Bush,82,OwnParty,723
HW Bush,93,OwnParty,730
HW Bush,95,OwnParty,732
HW Bush,95,OwnParty,736
HW Bush,95,OwnParty,743
HW Bush,93,OwnParty,751
HW Bush,93,OwnParty,758
HW Bush,92,OwnParty,765
HW Bush,97,OwnParty,772
HW Bush,82,OppositeParty,772
HW Bush,77,OppositeParty,736
HW Bush,74,OppositeParty,730
HW Bush,74,OppositeParty,743
HW Bush,72,OppositeParty,765
HW Bush,70,OppositeParty,751
HW Bush,70,OppositeParty,758
HW Bush,69,OppositeParty,732
HW Bush,68,OppositeParty,352
HW Bush,68,OppositeParty,599
HW Bush,63,OppositeParty,583
HW Bush,62,OppositeParty,569
HW Bush,62,OppositeParty,576
HW Bush,62,OppositeParty,590
HW Bush,62,OppositeParty,604
HW Bush,61,OppositeParty,387
HW Bush,61,OppositeParty,394
HW Bush,61,OppositeParty,422
HW Bush,59,OppositeParty,205
HW Bush,59,OppositeParty,233
HW Bush,59,OppositeParty,324
HW Bush,59,OppositeParty,443
HW Bush,56,OppositeParty,457
HW Bush,56,OppositeParty,513
HW Bush,55,OppositeParty,142
HW Bush,55,OppositeParty,289
HW Bush,53,OppositeParty,415
HW Bush,53,OppositeParty,506
HW Bush,53,OppositeParty,534
HW Bush,53,OppositeParty,723
HW Bush,51,OppositeParty,485
HW Bush,50,OppositeParty,618
HW Bush,49,OppositeParty,170
HW Bush,49,OppositeParty,261
HW Bush,49,OppositeParty,622
HW Bush,48,OppositeParty,695
HW Bush,46,OppositeParty,41
HW Bush,45,OppositeParty,548
HW Bush,45,OppositeParty,660
HW Bush,45,OppositeParty,688
HW Bush,43,OppositeParty,52
HW Bush,42,OppositeParty,86
HW Bush,42,OppositeParty,667
HW Bush,42,OppositeParty,681
HW Bush,42,OppositeParty,716
HW Bush,41,OppositeParty,107
HW Bush,39,OppositeParty,632
HW Bush,38,OppositeParty,6
HW Bush,37,OppositeParty,653
HW Bush,36,OppositeParty,639
HW Bush,36,OppositeParty,646
HW Bush,51,AllAdults,6
HW Bush,63,AllAdults,41
HW Bush,56,AllAdults,52
HW Bush,58,AllAdults,86
HW Bush,56,AllAdults,107
HW Bush,70,AllAdults,142
HW Bush,66,AllAdults,170
HW Bush,69,AllAdults,205
HW Bush,70,AllAdults,233
HW Bush,68,AllAdults,261
HW Bush,70,AllAdults,289
HW Bush,71,AllAdults,324
HW Bush,80,AllAdults,352
HW Bush,73,AllAdults,387
HW Bush,73,AllAdults,394
HW Bush,68,AllAdults,415
HW Bush,74,AllAdults,422
HW Bush,68,AllAdults,443
HW Bush,67,AllAdults,457
HW Bush,65,AllAdults,485
HW Bush,67,AllAdults,506
HW Bush,69,AllAdults,513
HW Bush,63,AllAdults,534
HW Bush,60,AllAdults,548
HW Bush,74,AllAdults,569
HW Bush,75,AllAdults,576
HW Bush,76,AllAdults,583
HW Bush,74,AllAdults,590
HW Bush,76,AllAdults,599
HW Bush,73,AllAdults,604
HW Bush,67,AllAdults,618
HW Bush,66,AllAdults,622
HW Bush,56,AllAdults,632
HW Bush,53,AllAdults,639
HW Bush,54,AllAdults,646
HW Bush,58,AllAdults,653
HW Bush,58,AllAdults,660
HW Bush,54,AllAdults,667
HW Bush,61,AllAdults,681
HW Bush,58,AllAdults,688
HW Bush,63,AllAdults,695
HW Bush,58,AllAdults,716
HW Bush,64,AllAdults,723
HW Bush,82,AllAdults,730
HW Bush,80,AllAdults,732
HW Bush,83,AllAdults,736
HW Bush,82,AllAdults,743
HW Bush,79,AllAdults,751
HW Bush,80,AllAdults,758
HW Bush,80,AllAdults,765
HW Bush,89,AllAdults,772
Clinton,79,OwnParty,6
Clinton,73,OwnParty,11
Clinton,74,OwnParty,25
Clinton,84,OwnParty,39
Clinton,80,OwnParty,53
Clinton,80,OwnParty,70
Clinton,82,OwnParty,94
Clinton,71,OwnParty,112
Clinton,69,OwnParty,123
Clinton,63,OwnParty,137
Clinton,65,OwnParty,152
Clinton,74,OwnParty,161
Clinton,77,OwnParty,172
Clinton,67,OwnParty,182
Clinton,73,OwnParty,202
Clinton,70,OwnParty,217
Clinton,75,OwnParty,235
Clinton,71,OwnParty,238
Clinton,81,OwnParty,249
Clinton,73,OwnParty,263
Clinton,77,OwnParty,271
Clinton,74,OwnParty,283
Clinton,74,OwnParty,288
Clinton,77,OwnParty,300
Clinton,78,OwnParty,305
Clinton,76,OwnParty,320
Clinton,79,OwnParty,333
Clinton,78,OwnParty,353
Clinton,79,OwnParty,362
Clinton,80,OwnParty,375
Clinton,77,OwnParty,404
Clinton,81,OwnParty,412
Clinton,75,OwnParty,417
Clinton,80,OwnParty,431
Clinton,76,OwnParty,434
Clinton,74,OwnParty,453
Clinton,74,OwnParty,459
Clinton,75,OwnParty,487
Clinton,74,OwnParty,502
Clinton,72,OwnParty,508
Clinton,70,OwnParty,524
Clinton,67,OwnParty,529
Clinton,73,OwnParty,543
Clinton,69,OwnParty,566
Clinton,69,OwnParty,573
Clinton,66,OwnParty,595
Clinton,72,OwnParty,606
Clinton,76,OwnParty,613
Clinton,69,OwnParty,627
Clinton,68,OwnParty,637
Clinton,33,OppositeParty,6
Clinton,29,OppositeParty,11
Clinton,24,OppositeParty,25
Clinton,33,OppositeParty,39
Clinton,27,OppositeParty,53
Clinton,23,OppositeParty,70
Clinton,25,OppositeParty,94
Clinton,22,OppositeParty,112
Clinton,20,OppositeParty,123
Clinton,18,OppositeParty,137
Clinton,15,OppositeParty,152
Clinton,23,OppositeParty,161
Clinton,19,OppositeParty,172
Clinton,22,OppositeParty,182
Clinton,14,OppositeParty,202
Clinton,20,OppositeParty,217
Clinton,16,OppositeParty,235
Clinton,21,OppositeParty,238
Clinton,29,OppositeParty,249
Clinton,26,OppositeParty,263
Clinton,21,OppositeParty,271
Clinton,21,OppositeParty,283
Clinton,19,OppositeParty,288
Clinton,23,OppositeParty,300
Clinton,23,OppositeParty,305
Clinton,24,OppositeParty,320
Clinton,29,OppositeParty,333
Clinton,28,OppositeParty,353
Clinton,25,OppositeParty,362
Clinton,29,OppositeParty,375
Clinton,28,OppositeParty,404
Clinton,22,OppositeParty,412
Clinton,19,OppositeParty,417
Clinton,25,OppositeParty,431
Clinton,26,OppositeParty,434
Clinton,26,OppositeParty,453
Clinton,24,OppositeParty,459
Clinton,26,OppositeParty,487
Clinton,17,OppositeParty,502
Clinton,23,OppositeParty,508
Clinton,22,OppositeParty,524
Clinton,18,OppositeParty,529
Clinton,15,OppositeParty,543
Clinton,17,OppositeParty,566
Clinton,13,OppositeParty,573
Clinton,14,OppositeParty,595
Clinton,13,OppositeParty,606
Clinton,17,OppositeParty,613
Clinton,16,OppositeParty,627
Clinton,12,OppositeParty,637
Clinton,58,AllAdults,6
Clinton,54,AllAdults,11
Clinton,51,AllAdults,25
Clinton,59,AllAdults,39
Clinton,53,AllAdults,53
Clinton,52,AllAdults,70
Clinton,55,AllAdults,94
Clinton,45,AllAdults,112
Clinton,44,AllAdults,123
Clinton,37,AllAdults,137
Clinton,39,AllAdults,152
Clinton,46,AllAdults,161
Clinton,45,AllAdults,172
Clinton,41,AllAdults,182
Clinton,44,AllAdults,202
Clinton,44,AllAdults,217
Clinton,47,AllAdults,235
Clinton,56,AllAdults,238
Clinton,50,AllAdults,249
Clinton,47,AllAdults,263
Clinton,47,AllAdults,271
Clinton,48,AllAdults,283
Clinton,48,AllAdults,288
Clinton,50,AllAdults,300
Clinton,48,AllAdults,305
Clinton,52,AllAdults,320
Clinton,54,AllAdults,333
Clinton,54,AllAdults,353
Clinton,58,AllAdults,362
Clinton,58,AllAdults,375
Clinton,53,AllAdults,404
Clinton,50,AllAdults,412
Clinton,50,AllAdults,417
Clinton,52,AllAdults,431
Clinton,51,AllAdults,434
Clinton,51,AllAdults,453
Clinton,48,AllAdults,459
Clinton,51,AllAdults,487
Clinton,46,AllAdults,502
Clinton,49,AllAdults,508
Clinton,44,AllAdults,524
Clinton,43,AllAdults,529
Clinton,42,AllAdults,543
Clinton,43,AllAdults,566
Clinton,39,AllAdults,573
Clinton,39,AllAdults,595
Clinton,42,AllAdults,606
Clinton,44,AllAdults,613
Clinton,42,AllAdults,627
Clinton,41,AllAdults,637
W Bush,32,OppositeParty,15
W Bush,31,OppositeParty,22
W Bush,31,OppositeParty,32
W Bush,37,OppositeParty,46
W Bush,33,OppositeParty,50
W Bush,26,OppositeParty,67
W Bush,37,OppositeParty,78
W Bush,31,OppositeParty,92
W Bush,30,OppositeParty,109
W Bush,28,OppositeParty,114
W Bush,26,OppositeParty,120
W Bush,26,OppositeParty,141
W Bush,30,OppositeParty,148
W Bush,27,OppositeParty,162
W Bush,31,OppositeParty,172
W Bush,28,OppositeParty,183
W Bush,31,OppositeParty,197
W Bush,28,OppositeParty,204
W Bush,35,OppositeParty,211
W Bush,27,OppositeParty,218
W Bush,27,OppositeParty,233
W Bush,78,OppositeParty,238
W Bush,84,OppositeParty,245
W Bush,82,OppositeParty,259
W Bush,80,OppositeParty,267
W Bush,80,OppositeParty,274
W Bush,78,OppositeParty,288
W Bush,79,OppositeParty,295
W Bush,77,OppositeParty,311
W Bush,76,OppositeParty,323
W Bush,78,OppositeParty,330
W Bush,73,OppositeParty,354
W Bush,69,OppositeParty,359
W Bush,71,OppositeParty,372
W Bush,67,OppositeParty,382
W Bush,67,OppositeParty,386
W Bush,63,OppositeParty,407
W Bush,61,OppositeParty,411
W Bush,65,OppositeParty,413
W Bush,65,OppositeParty,424
W Bush,65,OppositeParty,428
W Bush,62,OppositeParty,442
W Bush,54,OppositeParty,446
W Bush,61,OppositeParty,459
W Bush,60,OppositeParty,466
W Bush,59,OppositeParty,474
W Bush,59,OppositeParty,487
W Bush,59,OppositeParty,494
W Bush,49,OppositeParty,502
W Bush,49,OppositeParty,504
W Bush,88,OwnParty,15
W Bush,88,OwnParty,22
W Bush,91,OwnParty,32
W Bush,91,OwnParty,46
W Bush,89,OwnParty,50
W Bush,86,OwnParty,67
W Bush,89,OwnParty,78
W Bush,93,OwnParty,92
W Bush,88,OwnParty,109
W Bush,92,OwnParty,114
W Bush,89,OwnParty,120
W Bush,93,OwnParty,141
W Bush,87,OwnParty,148
W Bush,90,OwnParty,162
W Bush,88,OwnParty,172
W Bush,85,OwnParty,183
W Bush,89,OwnParty,197
W Bush,85,OwnParty,204
W Bush,90,OwnParty,211
W Bush,85,OwnParty,218
W Bush,87,OwnParty,233
W Bush,95,OwnParty,238
W Bush,98,OwnParty,245
W Bush,98,OwnParty,259
W Bush,99,OwnParty,267
W Bush,98,OwnParty,274
W Bush,99,OwnParty,288
W Bush,97,OwnParty,295
W Bush,98,OwnParty,311
W Bush,97,OwnParty,323
W Bush,98,OwnParty,330
W Bush,98,OwnParty,354
W Bush,98,OwnParty,359
W Bush,99,OwnParty,372
W Bush,97,OwnParty,382
W Bush,98,OwnParty,386
W Bush,97,OwnParty,407
W Bush,95,OwnParty,411
W Bush,96,OwnParty,413
W Bush,95,OwnParty,424
W Bush,96,OwnParty,428
W Bush,95,OwnParty,442
W Bush,97,OwnParty,446
W Bush,95,OwnParty,459
W Bush,98,OwnParty,466
W Bush,96,OwnParty,474
W Bush,96,OwnParty,487
W Bush,97,OwnParty,494
W Bush,96,OwnParty,502
W Bush,96,OwnParty,504
W Bush,57,AllAdults,15
W Bush,57,AllAdults,22
W Bush,62,AllAdults,32
W Bush,63,AllAdults,46
W Bush,58,AllAdults,50
W Bush,53,AllAdults,67
W Bush,59,AllAdults,78
W Bush,62,AllAdults,92
W Bush,53,AllAdults,109
W Bush,56,AllAdults,114
W Bush,56,AllAdults,120
W Bush,55,AllAdults,141
W Bush,55,AllAdults,148
W Bush,52,AllAdults,162
W Bush,57,AllAdults,172
W Bush,56,AllAdults,183
W Bush,55,AllAdults,197
W Bush,57,AllAdults,204
W Bush,57,AllAdults,211
W Bush,55,AllAdults,218
W Bush,51,AllAdults,233
W Bush,86,AllAdults,238
W Bush,90,AllAdults,245
W Bush,87,AllAdults,259
W Bush,89,AllAdults,267
W Bush,88,AllAdults,274
W Bush,87,AllAdults,288
W Bush,87,AllAdults,295
W Bush,87,AllAdults,311
W Bush,86,AllAdults,323
W Bush,86,AllAdults,330
W Bush,84,AllAdults,354
W Bush,83,AllAdults,359
W Bush,84,AllAdults,372
W Bush,82,AllAdults,382
W Bush,82,AllAdults,386
W Bush,81,AllAdults,407
W Bush,77,AllAdults,411
W Bush,80,AllAdults,413
W Bush,79,AllAdults,424
W Bush,79,AllAdults,428
W Bush,76,AllAdults,442
W Bush,75,AllAdults,446
W Bush,77,AllAdults,459
W Bush,77,AllAdults,466
W Bush,76,AllAdults,474
W Bush,76,AllAdults,487
W Bush,77,AllAdults,494
W Bush,70,AllAdults,502
W Bush,74,AllAdults,504
